title,date,authors,isbn,description,collection,img,publisher,language,format,url
"¡Tengo un miedo!","17 de abril de 2024","Blanca Lacasa, Lorenzo Montatore","978-8-410-13466-9","Para Primeros Lectores (+6) Poemas y rimas para espantar miedos y grimas. El miedo a la oscuridad, al agua, a los ruidos, a los insectos, a ir al dentista, a ser uno mismo, a hablar en público, a ser diferente… son miedos que todas las niñas y niños hemos sentido en alguna ocasión. Blanca Lacasa y sus geniales rimas junto con las inconfundibles ilustraciones de Lorenzo Montatore presentan un libro de poemas protagonizados por 15 carismáticos, fantasiosos y curiosos personajes que abordan con humor y juegos de palabras algunos de los terrores y fobias más habituales en la infancia. ¿Qué mejor que unas buenas carcajadas para perderle miedo al miedo?","","https://i1.whakoom.com/small/11/1f/7bc998f4a33e412780919edcb14d75e9.jpg","ECC Ediciones","Español (España)","Cartoné 32 pp","https://www.whakoom.com/ediciones/661743/tengo_un_miedo-cartone_32_pp"
"¡Tente, Iracundo Otomano! con El Guerrero del Antifaz","","Andrés Sopeña Monsalve","978-8-401-37757-0","","","https://i1.whakoom.com/small/38/1d/3c9742c3f7504aee93001fc507d49c4c.jpg","Plaza & Janés","Español (España)","Cartoné","https://www.whakoom.com/ediciones/355935/tente_iracundo_otomano_con_el_guerrero_del_antifaz-cartone"
"¡Tiembla, Roma!","15 de octubre de 2018","Fred Duval, Jean-Pierre Pécau, Fafner, Fred Blanchard","978-8-492-44492-2","Incluye los álbumes de la serie Le Jour J 23. La république des esclaves y 28. L'Aigle et le cobra ¿Y si Espartaco y su ejército hubiesen conseguido huir a Sicilia tras derrotar a las legiones romanas? ¿Y si Marco Antonio y Cleopatra hubiesen marchado sobre Roma? Año 71 a. C. Espartaco y sus seguidores consiguen abandonar Italia y desembarcar en Sicilia ayudados por los piratas cilicios. Allí nace una utopía: la República de los Libertos. Adéntrate en esta ucronía y descubre las consecuencias de estos giros del destino sobre la República romana.","","https://i1.whakoom.com/small/2c/2d/2f7e86847d784900a39a80f765c1eda6.jpg","Ponent Mon","Español (España)","Cartoné 128 pp","https://www.whakoom.com/ediciones/509232/tiembla_roma-cartone_128_pp"
"¡Tierra, trágame!","21 de noviembre de 2019","Myriam Cameros, David Priego","978-8-402-42351-1","Con el fin de celebrar cada año un homenaje a la historia de Bruguera y alentados también por el propósito de dar visibilidad a las nuevas generaciones de historietistas, Penguin Random House Grupo Editorial organiza el I Premio Bruguera de Cómic y Novela Gráfica. Una divertidísima sátira sobre nuestra sociedad a través de frutas y verduras humanizadas. Con humor, frescura, mucho ingenio, y a la vez una mirada compasiva, la novela gráfica Tierra, trágame! nos habla con muchísima personalidad e inteligencia de quiénes somos y el mundo en el que vivimos","","https://i1.whakoom.com/small/32/0b/b29fdb110bbf4870b382b005a162c208.jpg","Bruguera - Penguin Random House","Español (España)","Cartoné 144 pp","https://www.whakoom.com/ediciones/564463/tierra_tragame-cartone_144_pp"
"¡Todo irá bien!","4 de mayo de 2023","Jean-David Morvan, Julen Ribas, Álex Sanvi, Sergio Sedyas Román","978-8-419-74012-0","Contiene Ah, ça ira ! 1. ""Le pain et la poudre"", 2. ""Le sang et la boue"" y 3. ""L'autrichienne et les cendres"", publicados por Delcourt entre 2019 y 2021. «Me quejaba, en medio de un grupo, de nuestra propia cobardía, cuando pasaron tres jóvenes, cogidos de la mano y gritando ""¡A las armas""» CAMILE DESMOULINS, sobre los conatos revolucionarios del 12 de julio de 1798 en el Palacio Real. El guionista Jean David Morvan y el dibujante Julen Ribas parten de esa anécdota para crear a sus tres héroes idealistas, atrapados en el torbellino revolucionario del París de 1789. Lisandro es un mercenario, ebrio de libertad, que acaba de regresar a Francia tras luchar en la Guerra de Independencia americana y dispuesto a todo por sus ideales. En París, busca a su hermana Églantine, convencida luchadora por la igualdad de derechos de las mujeres, pero prometida a un viejo marqués. Su amigo de la infancia, Frédéric, un joven periodista defensor de la fraternidad, no dudará en acompañarles en la aventura. Cuando los tres amigos se reencuentran en la primavera de 1789, París se subleva… «Me quejaba, en medio de un grupo, de nuestra propia cobardía, cuando pasaron tres jóvenes, cogidos de la mano y gritando «¡A las armas!». CAMILE DESMOULINS, sobre los conatos revolucionarios del 12 de julio de 1789 en el Palacio Real. Incluye entrevista a Julen Ribas","","https://i1.whakoom.com/small/1c/22/af6c7dd20c0a4a499ea77035e5980958.jpg","Dolmen Editorial","Español (España)","Cartoné 160 pp","https://www.whakoom.com/ediciones/643386/todo_ira_bien-cartone_160_pp"
"¡Todos los colores!","2003","Max","978-8-466-72544-6","Hay muchos colores en el mundo: el marrón de la tierra, el verde de la hierba, el azul del cielo y el amarillo, el color favorito de Dani... pero, ¿existe algo en el mundo que tenga todos los colores?","","https://i1.whakoom.com/small/32/39/1c38916e89d14655a36794e2b1d3dcf2.jpg","Anaya","Español (España)","Rústica 20 pp","https://www.whakoom.com/ediciones/604703/todos_los_colores-rustica_20_pp"
"¡Trágate ese sapo!","Octubre 2012","Brian Tracy, Paul Maybury","978-8-441-53245-8","¿Eres un procrastinador? Pues no estás solo en este mundo. Vivimos una época difícil y, quizá por eso maravillosa. Aprender a organizar el tiempo es la clave para alcanzar el éxito. Sin embargo, muchas veces, nos frena la procrastinación, esa tendencia tan humana a demorar las tareas complejas por dificultad, pereza o desaliento, a aplazar los asuntos pendientes. Mark Twain dijo una vez: lo primero que debemos hacer cada mañana es Tragarnos el sapo, así enfrentaremos el día con más decisión y optimismo. Pues bien, el sapo se refiere a la tarea más dura, quizás la más importante, esa que siempre se retrasa sin saber cómo evitarlo. La gente de éxito lo sabe: No hay tiempo suficiente para hacerlo todo. Hay que aprender a priorizar para poder cumplir. Comience por las tareas más difíciles e importantes, y una vez vencidas, la satisfacción personal y profesional te aportará la energía que necesitas para completar el resto. ¡Tráguese el sapo! profundiza sobre la utilización y la optimización del tiempo a través de una serie imprescindible de estrategias, sencillas pero definitivas. Aprende a desarrollar hábitos para combatir la procrastinación y trabajar con mayor resolución y eficiencia. Este maravilloso cómic, más accesible, arrebata la esencia del exitoso libro de Brian Tracy traducido ya a 23 idiomas. Brian Tracy es una autoridad en el desarrollo del potencial humano y la efectividad personal. Regresa ahora en formato de cómic con toda su sabiduría.","","https://i1.whakoom.com/small/31/26/c65c811659754a299d93fa8cacf332c9.jpg","Oberón","Español (España)","Rústica 72 pp","https://www.whakoom.com/ediciones/382066/tragate_ese_sapo-rustica_72_pp"
"¡Vamos al karaoke!","3 de mayo de 2023","Yama Wayama","978-8-419-62620-2","EDICIÓN ORIGINAL: Karaoke Iko! JPN Kyôji es un yakuza que por miedo a que le hagan un tatuaje enreda a Satomi para que le dé clases de canto. Con el objetivo de evitar que Kyôji sea nombrado el peor cantante, Satomi accede a regañadientes a darle clases sin saber que de allí surgirá una curiosa amistad…","","https://i1.whakoom.com/small/32/11/5f7778bf97974b1aa295b37ffa379a1d.jpg","ECC Ediciones","Español (España)","Rústica con sobrecubierta 162 pp","https://www.whakoom.com/ediciones/638982/vamos_al_karaoke"
"¡Vaquita Moruna!","1977","","84743-70-14-0","","","https://i1.whakoom.com/small/sensitive_content.jpg","Marc Ben","Español (España)","Grapa","https://www.whakoom.com/ediciones/353595/vaquita_moruna-grapa"
"¡Vaya con el señor Lioso!","1995","Richard Scarry","84080-15-60-5","","","https://i1.whakoom.com/small/0b/0d/1c46275724ce4c61b4a5898237e3d922.jpg","Planeta Junior","Español (España)","Cartoné 48 pp","https://www.whakoom.com/ediciones/398865/vaya_con_el_senor_lioso-cartone_48_pp"
"¡Vaya susto!","15 de noviembre de 2004","Max","978-8-466-74430-0","Hay noches en las que a Dani le resulta difícil dormir, aunque esté acompañado por su amiga, la rana Renata. Menos mal que mamá está ahí para explicarle que todo ha sido un sueño...","","https://i1.whakoom.com/small/03/34/857b30dc07e94dcaa2efb051f4d4c7e7.jpg","Anaya","Español (España)","Cartoné 20 pp","https://www.whakoom.com/ediciones/617953/vaya_susto-cartone_20_pp"
"¡Venceremos! Hermanos de sangre - Historias de punteria","Julio 2018","Jorge Machuca, Jaime Jallo","978-6-124-75664-1","","","https://i1.whakoom.com/small/02/33/7ed67930a97d45968db593372625ee76.jpg","Contracultura","Español (Perú)","Rústica 64 pp","https://www.whakoom.com/ediciones/646234/venceremos_hermanos_de_sangre_-_historias_de_punteria-rustica_64_pp"
"¡Vergüenza!","1 de marzo de 2018","Lluis Juste De Nin","978-8-416-24926-8","París, 14 de junio de 1940. El funesto día en que las tropas del Tercer Reich entraron en la capital francesa. Esta es la historia de unos exiliados catalanes que tomaron la decisión de permanecer allí a pesar del peligro que comportaba. Entre ellos, los cartelistas carles Fontseré y Martí Bas, el pintor Clavé, el escritor y político catalanista Rafael Tasis, el crítico de arte Sebastià Gasch, y nuestro protagonista de ficción, el dibujante satírico Quim Moix. La ocupación nazi duró cuatro años. El presente relato se propone denunciar la falta de resistencia y la cobardía de la mayoría de ciudadanos franceses de esa generación frente al invasor.","","https://i1.whakoom.com/small/2d/2d/825b17c7aedb4824991c268449245cac.jpg","Trilita Ediciones","Español (España)","Cartoné 110 pp","https://www.whakoom.com/ediciones/502922/verguenza-cartone_110_pp"
"¡Viaje con nosotros!","2008","Miguel Gallardo, Keko, Max, Micharmut, Miguelanxo Prado, Mauro Entrialgo","978-8-496-72240-8","Catálogo de la exposición ""Viaje con nosotros"" (en la Casa Encendida), que reúne historietas inéditas de autores de cómic de los 80","","https://i1.whakoom.com/small/25/34/2fae0b2b87f94406a0d67ce04375e25a.jpg","Sins Entido","Español (España)","Rústica 132 pp","https://www.whakoom.com/ediciones/29/viaje_con_nosotros-rustica_132_pp"
"¡Vienen del espacio! Toda la verdad sobre lo que significa tener hijos","Abril 2000","Steven Appleby","978-8-440-69626-7","","","https://i1.whakoom.com/small/1a/30/84686f863c10429b87a8f420269bf81a.jpg","Ediciones B","Español (España)","Cartoné 96 pp","https://www.whakoom.com/ediciones/644676/vienen_del_espacio_toda_la_verdad_sobre_lo_que_significa_tener_hijos-cartone_96_pp"
"¡Viva la caca!","2017","Gustavo Sala","978-9-874-16403-2","Nueva edición ampliada.","","https://i1.whakoom.com/small/2a/36/7fd8c145bfe04ac2ac29cd7e321c2790.jpg","Hotel de las Ideas","Español (Argentina)","rústica con solapas","https://www.whakoom.com/ediciones/486790/viva_la_caca-rustica_con_solapas"
"¡Viva la ciencia!","3 de junio de 2010","Antonio Mingote, José Manuel Sánchez Ron","978-8-474-23878-5","No hay nada comparable al gozo del saber científico, porque con él podemos conocer el universo, el mundo que nos rodea, la vida y a nosotros mismos. Y sin embargo, nos disuade de ese conocimiento una prevención injustificada: solemos creer que es difícil y, quizá, prescindible. Ese trágico error deja a los ignorantes indefensos ante la naturaleza y sus manifestaciones cotidianas al mismo tiempo que pierden irremisiblemente una fuente inagotable de placer intelectual. Antonio Mingote y José Manuel Sánchez Ron, compañeros en la Real Academia Española, se han confabulado para que cualquier lector encuentre aquí, de la mano de los dibujos de uno y de la capacidad narrativa divulgativa del otro, su epifanía científica. ¡Viva la ciencia! se diferencia de todo lo publicado hasta ahora por la perfecta sincronía con que dibujo y texto se alían para incitar a sus lectores –niños, jóvenes, mayores– a adentrarse y disfrutar del maravilloso mundo de la ciencia y de sus hacedores","","https://i1.whakoom.com/small/33/38/cf3dd6cfd0aa4b9f8aabeab29926084b.jpg","Editorial Crítica","Español (España)","Rústica 274 pp","https://www.whakoom.com/ediciones/524735/viva_la_ciencia-rustica_274_pp"
"¡Viva la familia! ...pero bien lejos","2013","Trino","978-6-074-21474-1, 978-6-074-21579-3","En esta nueva entrega del caricaturista Trino, nos lleva a reírnos de su retrato de la familia contemporánea. Una institución completamente disfuncional. Este retrato se sirve de las redes sociales como factor de cambio de las familias, comparándose a las familias que se constituyeron en los años 60 y 70 del siglo XX, porque según el autor: ""Las familias de ahora ya no son las de antes, y ambas tienen mucho que sacarles"". Yo creo en los ovnis; Historias del fin del mundo y otras patrañas; Historias desconocidas de la independencia y la revolución y El mundial de Trino.","","https://i1.whakoom.com/small/1c/31/b39f3a31bdf44734a580393d67e2cae0.jpg","Tusquets México","Español (México)","Rústica 112 pp","https://www.whakoom.com/ediciones/570251/viva_la_familia_pero_bien_lejos-rustica_112_pp"
"¡Viva la lata!","Febrero 1985","Aldo Guglielmone, Quino","84264-45-34-9","Libro de recetas de cocina que iban acompañadas con ilustraciones humorísticas sobre el tema del título realizadas por el dibujante Quino. Entre las ilustraciones había tres de su personajes Mafalda (la portada, página 5 y página 35), aunque en realidad se trata de tres variantes del mismo dibujo, el de la portada. El texto y las recetas de cocina son de Aldo Guglielmone. Info y foto de Tebeosfera.","","https://i1.whakoom.com/small/21/29/20f85f00293740cc9574404c7f552406.jpg","Lumen","Español (España)","Cartoné 80 pp","https://www.whakoom.com/ediciones/483976/viva_la_lata-cartone_80_pp"
"¡Viva la vida! Del primer al último día","14 de enero de 2021","L'Homme étoilé","978-8-417-24789-8","<¿Qué queda por hacer cuando ya no hay nada más que hacer? Queda añadir vida a los días, ya que no podemos añadir días a la vida. Divertidas viñetas para reír y llorar a partes iguales que recogen las experiencias más tiernas y conmovedoras de un enfermero de cuidados paliativos y sus pacientes. Páginas llenas de amor y humor que rebosan dignidad y respeto. Un canto a la vida y a la risa porque un día moriremos, pero el resto de los días viviremos.","","https://i1.whakoom.com/small/35/30/39192e1f39754268a4f2cab2b0803cde.jpg","Random Comics","Español (España)","Rústica 192 pp","https://www.whakoom.com/ediciones/598470/viva_la_vida_del_primer_al_ultimo_dia-rustica_192_pp"
"¡Viva Pusy!","1985","Peyo","84861-86-08-0","","","https://i1.whakoom.com/small/07/23/f66fa4a449dd41669c18132a383c4f46.jpg","Unicorn","Español (España)","Cartoné 48 pp","https://www.whakoom.com/ediciones/219344/viva_pusy-cartone_48_pp"
